id,lat,lon,type,fuel,state,country,status,capacity_tonnes,emfpm10,pm10_t_yr,emfpm25,pm25_t_yr,emfso2,so2_t_yr,emfnox,Nox_t_yr,source
BKB-131,22.75805973,89.03383546,FCBK,coal,Khulna,Bangladesh,operating,"8,886.81",0.0097,86.202057,0.0068,60.430308,0.0046,40.879326,0.0047,41.768007,APAD
BKB-132,23.81215465,88.61974536,FCBK,coal,Khulna,Bangladesh,operating,"8,886.81",0.0097,86.202057,0.0068,60.430308,0.0046,40.879326,0.0047,41.768007,APAD
BKB-133,22.79306567,90.36205788,FCBK,coal,Barisal,Bangladesh,operating,"8,886.81",0.0097,86.202057,0.0068,60.430308,0.0046,40.879326,0.0047,41.768007,APAD
BKB-134,22.8519652,89.54983015,FCBK,coal,Khulna,Bangladesh,operating,"8,886.81",0.0097,86.202057,0.0068,60.430308,0.0046,40.879326,0.0047,41.768007,APAD
BKB-135,22.82791579,89.64307473,FCBK,coal,Khulna,Bangladesh,operating,"8,886.81",0.0097,86.202057,0.0068,60.430308,0.0046,40.879326,0.0047,41.768007,APAD
BKB-136,22.65253665,90.38875083,FCBK,coal,Barisal,Bangladesh,operating,"8,886.81",0.0097,86.202057,0.0068,60.430308,0.0046,40.879326,0.0047,41.768007,APAD
BKB-137,22.65045662,90.38870784,FCBK,coal,Barisal,Bangladesh,operating,"8,886.81",0.0097,86.202057,0.0068,60.430308,0.0046,40.879326,0.0047,41.768007,APAD
BKB-138,23.12064486,89.29618262,FCBK,coal,Khulna,Bangladesh,operating,"8,886.81",0.0097,86.202057,0.0068,60.430308,0.0046,40.879326,0.0047,41.768007,APAD
BKB-139,22.55337476,90.01649251,FCBK,coal,Barisal,Bangladesh,operating,"8,886.81",0.0097,86.202057,0.0068,60.430308,0.0046,40.879326,0.0047,41.768007,APAD
BKB-140,22.55338415,90.01642264,FCBK,coal,Barisal,Bangladesh,operating,"8,886.81",0.0097,86.202057,0.0068,60.430308,0.0046,40.879326,0.0047,41.768007,APAD
BKB-141,22.84972608,89.93744256,FCBK,coal,Khulna,Bangladesh,operating,"8,886.81",0.0097,86.202057,0.0068,60.430308,0.0046,40.879326,0.0047,41.768007,APAD
BKB-142,23.874983,90.3688518,FCBK,coal,Dhaka,Bangladesh,operating,"8,886.81",0.0097,86.202057,0.0068,60.430308,0.0046,40.879326,0.0047,41.768007,APAD
BKB-143,22.81377187,90.29202994,FCBK,coal,Barisal,Bangladesh,operating,"8,886.81",0.0097,86.202057,0.0068,60.430308,0.0046,40.879326,0.0047,41.768007,APAD
BKB-144,22.55177693,90.60574085,FCBK,coal,Barisal,Bangladesh,operating,"8,886.81",0.0097,86.202057,0.0068,60.430308,0.0046,40.879326,0.0047,41.768007,APAD
BKB-145,22.62982587,90.24260051,FCBK,coal,Barisal,Bangladesh,operating,"8,886.81",0.0097,86.202057,0.0068,60.430308,0.0046,40.879326,0.0047,41.768007,APAD
BKB-146,23.9371552,90.20764893,FCBK,coal,Dhaka,Bangladesh,operating,"8,886.81",0.0097,86.202057,0.0068,60.430308,0.0046,40.879326,0.0047,41.768007,APAD
BKB-147,24.0300732,89.10671045,FCBK,coal,Rajshahi,Bangladesh,operating,"8,886.81",0.0097,86.202057,0.0068,60.430308,0.0046,40.879326,0.0047,41.768007,APAD
